LOG_NAME,LOG_DESC,FIELD_NAME,FIELD_TYPE,FIELD_DESC
rdp.log,RDP,done,bool &default = F &optional,Track status of logging RDP connections. 
rdp.log,RDP,analyzer_id,count &optional,The analyzer ID used for the analyzer instance attached to each connection.  It is not used for logging since it's a meaningless arbitrary number. 
rdp.log,RDP,client_dig_product_id,string &log &optional,Product ID of the client machine. 
rdp.log,RDP,ts,time &log,Timestamp for when the event happened. 
rdp.log,RDP,desktop_width,count &log &optional,Desktop width of the client machine. 
rdp.log,RDP,security_protocol,string &log &optional,Security protocol chosen by the server. 
rdp.log,RDP,encryption_level,string &log &optional,Encryption level of the connection. 
rdp.log,RDP,encryption_method,string &log &optional,Encryption method of the connection. 
rdp.log,RDP,cert_type,string &log &optional,If the connection is being encrypted with native RDP encryption， this is the type of cert being used. 
rdp.log,RDP,cert_count,count &log &default = 0 &optional,The number of certs seen.  X.509 can transfer an entire certificate chain. 
rdp.log,RDP,desktop_height,count &log &optional,Desktop height of the client machine. 
rfb.log,Remote Framebuffer (RFB),id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
rfb.log,Remote Framebuffer (RFB),ts,time &log,Timestamp for when the event happened. 
rfb.log,Remote Framebuffer (RFB),done,bool &default = F &optional,Internally used value to determine if this connection has already been logged. 
rfb.log,Remote Framebuffer (RFB),width,count &log &optional,Width of the screen that is being shared. 
rfb.log,Remote Framebuffer (RFB),desktop_name,string &log &optional,Name of the screen that is being shared. 
rfb.log,Remote Framebuffer (RFB),share_flag,bool &log &optional,Whether the client has an exclusive or a shared session. 
rfb.log,Remote Framebuffer (RFB),auth,bool &log &optional,Whether or not authentication was successful. 
rfb.log,Remote Framebuffer (RFB),height,count &log &optional,Height of the screen that is being shared. 
rfb.log,Remote Framebuffer (RFB),authentication_method,string &log &optional,Identifier of authentication method used. 
rfb.log,Remote Framebuffer (RFB),server_minor_version,string &log &optional,Minor version of the server. 
rfb.log,Remote Framebuffer (RFB),server_major_version,string &log &optional,Major version of the server. 
rfb.log,Remote Framebuffer (RFB),client_minor_version,string &log &optional,Minor version of the client. 
rfb.log,Remote Framebuffer (RFB),uid,string &log,Unique ID for the connection. 
rfb.log,Remote Framebuffer (RFB),client_major_version,string &log &optional,Major version of the client. 
sip.log,SIP,method,string &log &optional,Verb used in the SIP request (INVITE， REGISTER etc.). 
sip.log,SIP,trans_depth,count &log,Represents the pipelined depth into the connection of this request/response transaction. 
sip.log,SIP,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
sip.log,SIP,reply_to,string &log &optional,Contents of the Reply-To: header 
sip.log,SIP,seq,string &log &optional,Contents of the CSeq: header from the client 
sip.log,SIP,subject,string &log &optional,Contents of the Subject: header from the client 
sip.log,SIP,response_to,string &log &optional,Contents of the response To: header 
sip.log,SIP,response_from,string &log &optional,Contents of the response From: header Note: The tag= value that's usually appended to the sender is stripped off and not logged. 
sip.log,SIP,request_to,string &log &optional,Contents of the To: header 
sip.log,SIP,request_path,vector of string &log &optional,The client message transmission path， as extracted from the headers. 
sip.log,SIP,response_path,vector of string &log &optional,The server message transmission path， as extracted from the headers. 
sip.log,SIP,user_agent,string &log &optional,Contents of the User-Agent: header from the client 
sip.log,SIP,status_code,count &log &optional,Status code returned by the server. 
sip.log,SIP,status_msg,string &log &optional,Status message returned by the server. 
sip.log,SIP,warning,string &log &optional,Contents of the Warning: header 
sip.log,SIP,request_body_len,count &log &optional,Contents of the Content-Length: header from the client 
sip.log,SIP,response_body_len,count &log &optional,Contents of the Content-Length: header from the server 
sip.log,SIP,content_type,string &log &optional,Contents of the Content-Type: header from the server 
sip.log,SIP,call_id,string &log &optional,Contents of the Call-ID: header from the client 
sip.log,SIP,request_from,string &log &optional,Contents of the request From: header Note: The tag= value that's usually appended to the sender is stripped off and not logged. 
sip.log,SIP,date,string &log &optional,Contents of the Date: header from the client 
sip.log,SIP,uid,string &log,Unique ID for the connection. 
sip.log,SIP,ts,time &log,Timestamp for when the request happened. 
sip.log,SIP,uri,string &log &optional,URI used in the request. 
smb_cmd.log,SMB commands,version,string &log,Version of SMB for the command. 
smb_cmd.log,SMB commands,tree,string &log &optional,If this is related to a tree， this is the tree that was used for the current command. 
smb_cmd.log,SMB commands,tree_service,string &log &optional,The type of tree (disk share， printer share， named pipe， etc.). 
smb_cmd.log,SMB commands,referenced_file,SMB::FileInfo &log &optional,If the command referenced a file， store it here. 
smb_cmd.log,SMB commands,command,string &log,The command sent by the client. 
smb_cmd.log,SMB commands,smb1_offered_dialects,string_vec &optional,(present if base/protocols/smb/smb1-main.zeek is loaded) Dialects offered by the client. 
smb_cmd.log,SMB commands,smb2_offered_dialects,index_vec &optional,(present if base/protocols/smb/smb2-main.zeek is loaded) Dialects offered by the client. 
smb_cmd.log,SMB commands,sub_command,string &log &optional,The subcommand sent by the client， if present. 
smb_cmd.log,SMB commands,argument,string &log &optional,Command argument sent by the client， if any. 
smb_cmd.log,SMB commands,rtt,interval &log &optional,Round trip time from the request to the response. 
smb_cmd.log,SMB commands,uid,string &log,Unique ID of the connection the request was sent over. 
smb_cmd.log,SMB commands,status,string &log &optional,Server reply to the client's command. 
smb_cmd.log,SMB commands,referenced_tree,SMB::TreeInfo &optional,If the command referenced a tree， store it here. 
smb_cmd.log,SMB commands,ts,time &log &default = 0.0 &optional,Timestamp of the command request. 
smb_cmd.log,SMB commands,username,string &log &optional,Authenticated username， if available. 
smb_cmd.log,SMB commands,id,conn_id &log,ID of the connection the request was sent over. 
smb_files.log,SMB files,ts,time &log &default = 0.0 &optional,Time when the file was first discovered. 
smb_files.log,SMB files,path,string &log &optional,Path pulled from the tree this file was transferred to or from. 
smb_files.log,SMB files,id,conn_id &log,ID of the connection the file was sent over. 
smb_files.log,SMB files,uid,string &log,Unique ID of the connection the file was sent over. 
smb_files.log,SMB files,name,string &log &optional,Filename if one was seen. 
smb_files.log,SMB files,size,count &log &default = 0 &optional,Total size of the file. 
smb_files.log,SMB files,prev_name,string &log &optional,If the rename action was seen， this will be the file's previous name. 
smb_files.log,SMB files,times,SMB::MACTimes &log &optional,Last time this file was modified. 
smb_files.log,SMB files,fid,count &optional,ID referencing this file. 
smb_files.log,SMB files,uuid,string &optional,UUID referencing this file if DCE/RPC. 
smb_files.log,SMB files,fuid,string &log &optional,Unique ID of the file. 
smb_files.log,SMB files,action,SMB::Action &log &optional,Action this log record represents. 
smb_mapping.log,SMB trees,uid,string &log,Unique ID of the connection the tree was mapped over. 
smb_mapping.log,SMB trees,native_file_system,string &log &optional,File system of the tree. 
smb_mapping.log,SMB trees,share_type,string &log &default = "DISK" &optional,If this is SMB2， a share type will be included.  For SMB1， the type of share will be deduced and included as well. 
smb_mapping.log,SMB trees,service,string &log &optional,The type of resource of the tree (disk share， printer share， named pipe， etc.). 
smb_mapping.log,SMB trees,path,string &log &optional,Name of the tree path. 
smb_mapping.log,SMB trees,id,conn_id &log,ID of the connection the tree was mapped over. 
smb_mapping.log,SMB trees,ts,time &log &default = 0.0 &optional,Time when the tree was mapped. 
smtp.log,SMTP transactions,helo,string &log &optional,Contents of the Helo header. 
smtp.log,SMTP transactions,trans_depth,count &log,A count to represent the depth of this message transaction in a single connection where multiple messages were transferred. 
smtp.log,SMTP transactions,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
smtp.log,SMTP transactions,uid,string &log,Unique ID for the connection. 
smtp.log,SMTP transactions,ts,time &log,Time when the message was first seen. 
smtp.log,SMTP transactions,cc,set [string] &log &optional,Contents of the CC header. 
smtp.log,SMTP transactions,to,set [string] &log &optional,Contents of the To header. 
smtp.log,SMTP transactions,from,string &log &optional,Contents of the From header. 
smtp.log,SMTP transactions,rcptto,set [string] &log &optional,Email addresses found in the Rcpt header. 
smtp.log,SMTP transactions,subject,string &log &optional,Contents of the Subject header. 
smtp.log,SMTP transactions,date,string &log &optional,Contents of the Date header. 
smtp.log,SMTP transactions,first_received,string &log &optional,Contents of the first Received header. 
smtp.log,SMTP transactions,second_received,string &log &optional,Contents of the second Received header. 
smtp.log,SMTP transactions,reply_to,string &log &optional,Contents of the ReplyTo header. 
smtp.log,SMTP transactions,path,vector of addr &log &optional,The message transmission path， as extracted from the headers. 
smtp.log,SMTP transactions,msg_id,string &log &optional,Contents of the MsgID header. 
smtp.log,SMTP transactions,in_reply_to,string &log &optional,Contents of the In-Reply-To header. 
smtp.log,SMTP transactions,is_webmail,bool &log &default = F &optional,(present if policy/protocols/smtp/software.zeek is loaded) Boolean indicator of if the message was sent through a webmail interface. 
smtp.log,SMTP transactions,x_originating_ip,addr &log &optional,Contents of the X-Originating-IP header. 
smtp.log,SMTP transactions,mailfrom,string &log &optional,Email addresses found in the From header. 
smtp.log,SMTP transactions,last_reply,string &log &optional,The last message that the server sent to the client. 
smtp.log,SMTP transactions,user_agent,string &log &optional,Value of the User-Agent header from the client. 
smtp.log,SMTP transactions,tls,bool &log &default = F &optional,Indicates that the connection has switched to using TLS. 
smtp.log,SMTP transactions,process_received_from,bool &default = T &optional,Indicates if the "Received: from" headers should still be processed. 
smtp.log,SMTP transactions,has_client_activity,bool &default = F &optional,Indicates if client activity has been seen， but not yet logged. 
smtp.log,SMTP transactions,process_smtp_headers,bool &default = T &optional,Indicates if the SMTP headers should still be processed. 
smtp.log,SMTP transactions,entity,SMTP::Entity &optional,(present if base/protocols/smtp/entities.zeek is loaded) The current entity being seen. 
smtp.log,SMTP transactions,fuids,vector of string &log &default = [] &optional,(present if base/protocols/smtp/files.zeek is loaded) An ordered vector of file unique IDs seen attached to the message. 
snmp.log,SNMP messages,set_requests,count &log &default = 0 &optional,The number of variable bindings in SetRequest PDUs seen for the session. 
snmp.log,SNMP messages,ts,time &log,Timestamp of first packet belonging to the SNMP session. 
snmp.log,SNMP messages,version,string &log,The version of SNMP being used. 
snmp.log,SNMP messages,id,conn_id &log,The connection's 5-tuple of addresses/ports (ports inherently include transport protocol information) 
snmp.log,SNMP messages,uid,string &log,The unique ID for the connection. 
snmp.log,SNMP messages,community,string &log &optional,The community string of the first SNMP packet associated with the session.  This is used as part of SNMP's (v1 and v2c) administrative/security framework.  See RFC 1157 or RFC 1901. 
snmp.log,SNMP messages,duration,interval &log &default = 0 secs &optional,The amount of time between the first packet beloning to the SNMP session and the latest one seen. 
snmp.log,SNMP messages,up_since,time &log &optional,The time at which the SNMP responder endpoint claims it's been up since. 
snmp.log,SNMP messages,display_string,string &log &optional,A system description of the SNMP responder endpoint. 
snmp.log,SNMP messages,get_requests,count &log &default = 0 &optional,The number of variable bindings in GetRequest/GetNextRequest PDUs seen for the session. 
snmp.log,SNMP messages,get_responses,count &log &default = 0 &optional,The number of variable bindings in GetResponse/Response PDUs seen for the session. 
snmp.log,SNMP messages,get_bulk_requests,count &log &default = 0 &optional,The number of variable bindings in GetBulkRequest PDUs seen for the session. 
socks.log,SOCKS proxy requests,bound_p,port &log &optional,Server bound port. 
socks.log,SOCKS proxy requests,bound,SOCKS::Address &log &optional,Server bound address. Could be an address， a name or both. 
socks.log,SOCKS proxy requests,request_p,port &log &optional,Client requested port. 
socks.log,SOCKS proxy requests,uid,string &log,Unique ID for the tunnel - may correspond to connection uid or be non-existent. 
socks.log,SOCKS proxy requests,request,SOCKS::Address &log &optional,Client requested SOCKS address. Could be an address， a name or both. 
socks.log,SOCKS proxy requests,ts,time &log,Time when the proxy connection was first detected. 
socks.log,SOCKS proxy requests,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
socks.log,SOCKS proxy requests,version,count &log,Protocol version of SOCKS. 
socks.log,SOCKS proxy requests,user,string &log &optional,Username used to request a login to the proxy. 
socks.log,SOCKS proxy requests,password,string &log &optional,Password used to request a login to the proxy. 
socks.log,SOCKS proxy requests,capture_password,bool &default = SOCKS::default_capture_password &optional,Determines if the password will be captured for this request. 
socks.log,SOCKS proxy requests,status,string &log &optional,Server status for the attempt at using the proxy. 
ssh.log,SSH connections,server,string &log &optional,The server's version string 
ssh.log,SSH connections,cipher_alg,string &log &optional,The encryption algorithm in use 
ssh.log,SSH connections,mac_alg,string &log &optional,The signing (MAC) algorithm in use 
ssh.log,SSH connections,compression_alg,string &log &optional,The compression algorithm in use 
ssh.log,SSH connections,kex_alg,string &log &optional,The key exchange algorithm in use 
ssh.log,SSH connections,ts,time &log,Time when the SSH connection began. 
ssh.log,SSH connections,host_key_alg,string &log &optional,The server host key's algorithm 
ssh.log,SSH connections,host_key,string &log &optional,The server's key fingerprint 
ssh.log,SSH connections,analyzer_id,count &optional,Analzyer ID 
ssh.log,SSH connections,remote_location,geo_location &log &optional,(present if policy/protocols/ssh/geo-data.zeek is loaded) Add geographic data related to the "remote" host of the connection. 
ssh.log,SSH connections,client,string &log &optional,The client's version string 
ssh.log,SSH connections,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
ssh.log,SSH connections,auth_success,bool &log &optional,Authentication result (T=success， F=failure， unset=unknown) 
ssh.log,SSH connections,version,count &log,SSH major version (1 or 2) 
ssh.log,SSH connections,direction,Direction &log &optional,Direction of the connection. If the client was a local host logging into an external host， this would be OUTBOUND. INBOUND would be set for the opposite situation. 
ssh.log,SSH connections,auth_attempts,count &log &default = 0 &optional,The number of authentication attemps we observed. There's always at least one， since some servers might support no authentication at all. It's important to note that not all of these are failures， since some servers require two-factor auth (e.g. password AND pubkey) 
ssh.log,SSH connections,uid,string &log,Unique ID for the connection. 
ssl.log,SSL/TLS handshake info,curve,string &log &optional,Elliptic curve the server chose when using ECDH/ECDHE. 
ssl.log,SSL/TLS handshake info,server_name,string &log &optional,Value of the Server Name Indicator SSL/TLS extension.  It indicates the server name that the client was requesting. 
ssl.log,SSL/TLS handshake info,ts,time &log,Time when the SSL connection was first detected. 
ssl.log,SSL/TLS handshake info,uid,string &log,Unique ID for the connection. 
ssl.log,SSL/TLS handshake info,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
ssl.log,SSL/TLS handshake info,version_num,count &optional,Numeric SSL/TLS version that the server chose. 
ssl.log,SSL/TLS handshake info,version,string &log &optional,SSL/TLS version that the server chose. 
ssl.log,SSL/TLS handshake info,session_id,string &optional,Session ID offered by the client for session resumption. Not used for logging. 
ssl.log,SSL/TLS handshake info,resumed,bool &log &default = F &optional,Flag to indicate if the session was resumed reusing the key material exchanged in an earlier connection. 
ssl.log,SSL/TLS handshake info,client_ticket_empty_session_seen,bool &default = F &optional,Flag to indicate if we saw a non-empty session ticket being sent by the client using an empty session ID. This value is used to determine if a session is being resumed. It's not logged. 
ssl.log,SSL/TLS handshake info,logged,bool &default = F &optional,Flag to indicate if this record already has been logged， to prevent duplicates. 
ssl.log,SSL/TLS handshake info,cert_chain,vector of Files::Info &optional,(present if base/protocols/ssl/files.zeek is loaded) Chain of certificates offered by the server to validate its complete signing chain. 
ssl.log,SSL/TLS handshake info,cert_chain_fuids,vector of string &optional &log,(present if base/protocols/ssl/files.zeek is loaded) An ordered vector of all certificate file unique IDs for the certificates offered by the server. 
ssl.log,SSL/TLS handshake info,client_cert_chain,vector of Files::Info &optional,(present if base/protocols/ssl/files.zeek is loaded) Chain of certificates offered by the client to validate its complete signing chain. 
ssl.log,SSL/TLS handshake info,client_key_exchange_seen,bool &default = F &optional,Flag to indicate if we saw a client key exchange message sent by the client. This value is used to determine if a session is being resumed. It's not logged. 
ssl.log,SSL/TLS handshake info,client_psk_seen,bool &default = F &optional,Track if the client sent a pre-shared-key extension. Used to determine if a TLS 1.3 session is being resumed. Not logged. 
ssl.log,SSL/TLS handshake info,cipher,string &log &optional,SSL/TLS cipher suite that the server chose. 
ssl.log,SSL/TLS handshake info,last_alert,string &log &optional,Last alert that was seen during the connection. 
ssl.log,SSL/TLS handshake info,next_protocol,string &log &optional,Next protocol the server chose using the application layer next protocol extension， if present. 
ssl.log,SSL/TLS handshake info,client_cert_chain_fuids,vector of string &optional &log,(present if base/protocols/ssl/files.zeek is loaded) An ordered vector of all certificate file unique IDs for the certificates offered by the client. 
ssl.log,SSL/TLS handshake info,subject,string &log &optional,(present if base/protocols/ssl/files.zeek is loaded) Subject of the X.509 certificate offered by the server. 
ssl.log,SSL/TLS handshake info,issuer,string &log &optional,(present if base/protocols/ssl/files.zeek is loaded) Subject of the signer of the X.509 certificate offered by the server. 
ssl.log,SSL/TLS handshake info,client_subject,string &log &optional,(present if base/protocols/ssl/files.zeek is loaded) Subject of the X.509 certificate offered by the client. 
ssl.log,SSL/TLS handshake info,analyzer_id,count &optional,The analyzer ID used for the analyzer instance attached to each connection.  It is not used for logging since it's a meaningless arbitrary number. 
ssl.log,SSL/TLS handshake info,established,bool &log &default = F &optional,Flag to indicate if this ssl session has been established successfully， or if it was aborted during the handshake. 
ssl.log,SSL/TLS handshake info,notary,CertNotary::Response &log &optional,(present if policy/protocols/ssl/notary.zeek is loaded) A response from the ICSI certificate notary. 
ssl.log,SSL/TLS handshake info,client_issuer,string &log &optional,(present if base/protocols/ssl/files.zeek is loaded) Subject of the signer of the X.509 certificate offered by the client. 
ssl.log,SSL/TLS handshake info,server_depth,count &default = 0 &optional,(present if base/protocols/ssl/files.zeek is loaded) Current number of certificates seen from either side. Used to create file handles. 
ssl.log,SSL/TLS handshake info,client_depth,count &default = 0 &optional,(present if base/protocols/ssl/files.zeek is loaded) 
ssl.log,SSL/TLS handshake info,last_originator_heartbeat_request_size,count &optional,(present if policy/protocols/ssl/heartbleed.zeek is loaded) 
ssl.log,SSL/TLS handshake info,last_responder_heartbeat_request_size,count &optional,(present if policy/protocols/ssl/heartbleed.zeek is loaded) 
ssl.log,SSL/TLS handshake info,originator_heartbeats,count &default = 0 &optional,(present if policy/protocols/ssl/heartbleed.zeek is loaded) 
ssl.log,SSL/TLS handshake info,responder_heartbeats,count &default = 0 &optional,(present if policy/protocols/ssl/heartbleed.zeek is loaded) 
ssl.log,SSL/TLS handshake info,heartbleed_detected,bool &default = F &optional,(present if policy/protocols/ssl/heartbleed.zeek is loaded) 
ssl.log,SSL/TLS handshake info,enc_appdata_packages,count &default = 0 &optional,(present if policy/protocols/ssl/heartbleed.zeek is loaded) 
ssl.log,SSL/TLS handshake info,enc_appdata_bytes,count &default = 0 &optional,(present if policy/protocols/ssl/heartbleed.zeek is loaded) 
ssl.log,SSL/TLS handshake info,validation_status,string &log &optional,(present if policy/protocols/ssl/validate-certs.zeek is loaded) Result of certificate validation for this connection. 
ssl.log,SSL/TLS handshake info,validation_code,int &optional,(present if policy/protocols/ssl/validate-certs.zeek is loaded) Result of certificate validation for this connection， given as OpenSSL validation code. 
ssl.log,SSL/TLS handshake info,valid_chain,vector of opaque of x509 &optional,(present if policy/protocols/ssl/validate-certs.zeek is loaded) Ordered chain of validated certificate， if validation succeeded. 
ssl.log,SSL/TLS handshake info,ocsp_status,string &log &optional,(present if policy/protocols/ssl/validate-ocsp.zeek is loaded) Result of ocsp validation for this connection. 
ssl.log,SSL/TLS handshake info,ocsp_response,string &optional,(present if policy/protocols/ssl/validate-ocsp.zeek is loaded) ocsp response as string. 
ssl.log,SSL/TLS handshake info,valid_scts,count &optional,(present if policy/protocols/ssl/validate-sct.zeek is loaded) Number of valid SCTs that were encountered in the connection. 
ssl.log,SSL/TLS handshake info,invalid_scts,count &optional,(present if policy/protocols/ssl/validate-sct.zeek is loaded) Number of SCTs that could not be validated that were encountered in the connection. 
ssl.log,SSL/TLS handshake info,valid_ct_logs,count &log &optional,(present if policy/protocols/ssl/validate-sct.zeek is loaded) Number of different Logs for which valid SCTs were encountered in the connection. 
ssl.log,SSL/TLS handshake info,valid_ct_operators,count &log &optional,(present if policy/protocols/ssl/validate-sct.zeek is loaded) Number of different Log operators of which valid SCTs were encountered in the connection. 
ssl.log,SSL/TLS handshake info,valid_ct_operators_list,set [string] &optional,(present if policy/protocols/ssl/validate-sct.zeek is loaded) List of operators for which valid SCTs were encountered in the connection. 
ssl.log,SSL/TLS handshake info,ct_proofs,vector of SSL::SctInfo &default = [] &optional,(present if policy/protocols/ssl/validate-sct.zeek is loaded) Information about all SCTs that were encountered in the connection. 
syslog.log,Syslog messages,message,string &log,The plain text message. 
syslog.log,Syslog messages,facility,string &log,Syslog facility for the message. 
syslog.log,Syslog messages,severity,string &log,Syslog severity for the message. 
syslog.log,Syslog messages,ts,time &log,Timestamp when the syslog message was seen. 
syslog.log,Syslog messages,uid,string &log,Unique ID for the connection. 
syslog.log,Syslog messages,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
syslog.log,Syslog messages,proto,transport_proto &log,Protocol over which the message was seen. 
tunnel.log,Tunneling protocol events,id,conn_id &log,The tunnel "connection" 4-tuple of endpoint addresses/ports. For an IP tunnel， the ports will be 0. 
tunnel.log,Tunneling protocol events,uid,string &log &optional,The unique identifier for the tunnel， which may correspond to a connection's uid field for non-IP-in-IP tunnels. This is optional because there could be numerous connections for payload proxies like SOCKS but we should treat it as a single tunnel. 
tunnel.log,Tunneling protocol events,ts,time &log,Time at which some tunnel activity occurred. 
tunnel.log,Tunneling protocol events,tunnel_type,Tunnel::Type &log,The type of tunnel. 
tunnel.log,Tunneling protocol events,action,Tunnel::Action &log,The type of activity that occurred. 
